W,M
faithful,"충실한, 신의가 두터운, 믿을 수 있는"
defy,"(권위, 규칙 등에) 반항[도전]하다, 무시하다"
tradition,"전통, 관습, 전해진 것"
traditional,"전통의, 전통적인, 관습적인, 인습적인"
betray,"배반[배신]하다, 저버리다, 누설하다, 폭로하다, (무심코) 드러내다"
betrayal,"배반, 배신"
damage,"손해, 손상, 훼손, 손상시키다, 손해[피해]를 입히다"
condemn,"비난하다, 책망하다, ...의 형을 선고하다"
condemnation,"비난, 규탄"
punctual,"시간을 엄수하는, 기한을 지키는"
punctuality,"시간 엄수, 꼼꼼함"
punctuate,"(마침표, 쉼표 등의) 구두점을 찍다"
punctuation,"구두점, 구두법"
disappoint,"실망시키다, (기대 등을) 저버리다"
disappointed,실망한
disappointing,"실망스러운, 실망시키는"
disappointment,"실망, 낙담"
norm,"표준, 기준, 규범, 규준"
normal,"표준의, 보통의, 정상적인"
enormous,"거대한, 엄청나게 큰, 막대한"
vague,"명확지 않은, 모호한, 막연한, (모양, 윤곽 등이) 분명치 않은, 흐릿한"
extravagant,"낭비하는, 사치스러운, 지나친, 엄청난"
vagrant,"부랑자, 방랑하는, 부랑 생활을 하는"
vagrancy,"방랑, 부랑"
