W,M
exactly,"정확히, 틀림없이"
exactness,"정확성, 정밀성"
react,"(사건, 행동, 자극, 화학 작용 등에) 반응하다, (음식, 약 등에) (거부) 반응을 나타내다, 반작용하다"
reaction,"반응, 거부 반응, 반작용"
ambiguous,"(애매)모호한, 분명하지 않은"
ambiguously,(애매)모호하게
ambiguity,(애매)모호함
navigate,"길을 찾다, 항해[비행]하다, (어려운 상황 등을) 잘 다루다"
navigation,"항해(술), 운항(술)"
intact,"온전한, 손상되지 않은"
contact,"접촉, 연락, 교섭, 인맥, 연줄, ...와 연락하다"
integrate,"(부분, 요소 등을) 통합하다, (into/with와 함께 쓰임), 인종 차별을 철폐하다"
integration,"통합, 인종 통합 (정책)"
integrity,"정직, 성실, 완전무결(의 상태)"
attain,"달성하다, (특정 연령, 수량, 수준 등에) 도달하다"
entire,"전체의, 완전한"
entirely,"완전히, 전적으로"
decline,"감소[하락]하다, 악화되다, (정중히) 거절하다, 사양하다, 감소, 하락, 쇠퇴, 악화"
incline,"...할 마음이 내키게 하다, (특정한 방향으로) 기울다, 기울이다"
inclined,"(강하지는 않지만) ...할 마음이 있는, ...하는 경향이 있는"
inclination,"의향, 성향, 경향"
climate,"(특정 지역의) 기후, (어떤 지역, 시기의) 풍토, 풍조, 분위기"
final,"최종적인, 최후의, 마지막의, 최후의 것, 결승(전), 기말고사"
finally,"마침내, 드디어, 최종적으로"
finance,"재정, 재무, (공적, 개인적) 자금, 자본을 제공하다, 자금을 융통하다"
financial,"재정(상)의, 재무의, 금융상의"
confine,"(...에) 한정[제한]하다, (...에) 가두다, 감금하다"
confinement,"감금, 갇힘"
refine,"정제하다, (의견, 방법, 제도 등을) 개선하다, 다듬다"
refined,"정제된, 개선된, 다듬어진, 세련된, 고상한"
refinement,"정제, 순화, 개선, 세련됨, 고상함"
define,"(범위, 경계 등을) 규정하다, 한정하다, 명확히 하다, (의미를) 정의하다"
definition,"정의, 의미"
definite,"명확한, 확실한, 확정된"
definitely,틀림없이
infinite,무한한
infinity,"무한(성), 무궁, 무한대"
demand,"요구[요청]하다, 청구하다, 요구, 수요"
demanding,"많은 노력을 요하는, 힘든, (사람이) 요구가 지나친"
command,"명령[지시]하다, 지휘[통제]하다, (존경, 관심 등을) 받다, (경치가) 내려다보이다, 명령, 지시, 지휘, 통제, 명령어"
commander,"지휘관, 사령관"
mandate,"명령하다, (법률로) 규정하다, 위임하다, (선거로 부여된) 권한, 위임, 명령, 지시, 규정"
mandatory,"(법, 규칙에 의해) 의무적인"
recommend,"(...하도록) 권하다, 추천하다"
recommendation,"권고 (행위), 추천(장)"
local,"(그) 지역의, 지방의, 현지의, 국부(전체 중 일부)의, (특정 지역의) 주민, 현지인"
locate,"...의 위치[장소]를 파악하다, ...의 위치를 ~에 정하다, 두다, 설치하다"
location,"(건물 등이 있는) 위치, 장소"
allocate,"(임무, 자금, 시간 등을) 할당하다, 배분하다"
allocation,"할당(량), 배당(액)"
pathetic,"한심한, 형편없는, 애처로운, 가슴 아픈"
empathy,"공감 (능력), 감정 이입"
empathetic(empathic),감정을 이입하는[할 수 있는]
empathize,공감하다
sympathy,"동정(심), 연민, 동감, 공감, 찬성"
sympathetic,"동정적인, 가엾게 여기는, 호의적인, 공감하는, (사람이) 호감이 가는"
sympathize,"동정하다, 가엾게 여기다, 공감하다, 찬성하다"
antipathy,"(강한) 반감, 혐오"
patient,"참을성[인내심]이 있는, 끈기 있는, 환자"
patience,"인내(력), 참을성, 끈기"
passive,"수동적인, 소극적인, 수동태인"
passion,"열정, 열중, 애착"
passionate,"열렬한, 정열적인"
compassion,"(깊은) 동정, (남을) 측은하게 여기는 마음"
compassionate,"동정하는, 가엾게 여기는"
