W,M
psychologist,심리학자
memory,"기억(력), 추억, 기념, 추모, 메모리, 기억 장치"
memorize,"암기하다, 기억하다"
memorial,"기념물, 기념관[비], 기념[추도]의"
memorable,기억[주목]할 만한
remember,"기억하다, 상기하다, 생각해내다"
remembrance,"기념, 추모, 기억, 추억, 회상"
cause,"원인, 이유, 야기하다, 초래하다"
causal,인과 관계의
causality,인과 관계
accuse,"(범죄 등의 혐의로) 고발하다, 기소하다, 비난하다"
accusation,"비난, 고발"
excuse,"용서하다, 봐주다, 변명하다, (...에 대한) 변명이 되다, 양해를 구하다, 변명, 이유"
excusable,"변명이 되는, 용서할 수 있는"
via,"...을 경유하여, ...을 거쳐, ...을 매개로 하여, ...을 통해서"
obvious,"분명한, 명백한"
obviously,"명백히, 뚜렷이"
previous,"이전의, 앞의, 사전의"
previously,"이전에, 미리"
convey,"(생각, 감정 등을) 전하다, 나르다, 수송하다"
voyage,"항해(하다), 여행(하다)"
range,"(특정 종류 내에서의) 다양한 것들, 범위, 산맥, (범위가) ...에 이르다, 배열하다, 배치하다"
arrange,"(미리) 계획하다, 마련하다, 배열[정돈]하다, 편곡하다"
arrangement,"준비, 계획, 배열, 정리, 협정, 합의, 편곡"
rank,"계급, 지위, 열, 줄, 정렬, (...에) 위치하다, 위치시키다, 등급을 매기다"
depend,"의지[의존]하다, 믿다, ...에 달려 있다"
dependent,"(...에) 의지하는, (...에 의해) 결정되는, 좌우되는"
dependence,"의존, 종속"
suspend,"(활동, 대화, 일 등을) 일시 중지[중단]하다, 정직(停職)시키다, 정학시키다, 매달다, 걸다, (판단, 결정을) 연기하다, 유보하다"
suspension,"일시적 중지, 정직(停職), 정학"
suspense,"불안, 걱정, 긴장감"
expend,"(돈, 시간, 노력 등을) 쓰다, 들이다"
expenditure,"지출, 소비, 소모"
expense,"비용, 경비"
expensive,비싼
compensate,"(손실, 결점 등을) 보완하다, 상쇄하다, (손해, 부상 등을) 보상하다, 배상하다"
compensation,"보충, 보완, 보상, 배상"
pension,연금
ponder,"깊이[곰곰이] 생각하다, 심사숙고하다"
apt,"...하는 경향이 있는, ...하기 쉬운, 적절한"
aptitude,"재능, 소질, 적성, 경향, 습성"
adapt,"적응시키다, 적합하게 하다, 적응하다, (소설, 극 등을) 각색하다, 개작하다"
adaptation,"각색, 개작(물), 적응, 적합"
adaptive,"적응할 수 있는, 조정하는"
attitude,"(...에 대해 내비치는) 태도, 의견, 심정, 마음가짐, 자세"
respond,"(말, 행동, 치료 등에) 반응하다, (질문 등에) 대답[응답]하다"
response,"반응, 대답, 응답"
respondent,응답자
responsive,"(긍정적으로) 즉각 반응[대응]하는, 호응하는"
responsible,"...을 책임지고 있는, 맡고 있는, ...에 책임이 있는, 원인이 되는, 책임감 있는"
responsibility,"책임, 의무"
sponsor,"후원자, 스폰서, (행사, 활동, 자선 단체 등을) 후원하다"
attribute,"...의 탓[덕]으로 돌리다, 속성, 특성"
attribution,"귀속되는 것, 속성, 특성"
contribute,"기부하다, 기증하다, ...에 기여하다, 공헌하다, 도움이 되다, (신문, 잡지 등에) 기고하다"
contribution,"기부(금), 기증(품), 공헌, 기여, 기고문"
distribute,"분배하다, 배급하다, 배포하다"
distribution,"분배, 배급, (인구 등의) 분포, 유통"
congratulate,"축하하다, 축하의 말을 하다"
congratulation,"축하, 경축"
gratify,"(...을) 기쁘게 하다, 만족시키다, (욕구, 욕망 등을) 충족시키다"
gratification,"만족시키기, 만족감, 기쁨"
gratitude,감사(의 마음)
grateful,"감사하는, 고마워하는"
grace,"우아함, 친절함, (신의) 은총, 은혜"
graceful,"우아한, 고상한"
gracious,"친절한, 정중한, (생활 등이) 품위 있는"
disgrace,"불명예, 창피"
agree,"(의견 등에) 동의하다, (...와) 의견이 일치하다, (제안에) 찬성하다, 응하다, (정보 등이) 일치하다"
agreement,"협정, 계약, 동의, 합의"
agreeable,"기분 좋은, 동의하는, 받아들일 수 있는"
operate,"작동하다, 작동시키다, (사업체 등이) 영업[작업]하다, 수술하다"
operation,"수술, 사업, 영업, (기계 등의) 작업, 조작"
operator,"(기계 등의) 조작자, 운영[경영]자"
cooperate,"협력하다, 협동하다, 협조하다"
cooperation,"협력, 협동, 협조"
cooperative,"협력하는, 협동의, 협동 조합의, 협동 조합"
distinguish,"구별하다, 분간하다, 두드러지게 하다, 유명하게 하다"
distinguished,"성공을 이루어낸, 존경받는, 저명한, 기품 있는, 품위 있는"
extinguish,"(불 등을) 끄다, 끝내다, 소멸시키다"
extinct,"(종족, 생물 등이) 멸종한, 사멸한, (화산 등이) 활동을 멈춘"
extinction,"멸종, 사멸, 소멸"
extinctive,소멸성의
distinct,"별개의, 다른, 독특한, 확실한, 명료한"
distinction,"구별, 차이, 탁월, 우수, 특징"
distinctive,"(다른 것과) 구별되는, 독특한"
instinct,"본능, 본성"
instinctive,본능적인
instinctively,본능적으로
stimulate,"자극하다, 촉진하다, 격려하다, 고무하다"
stimulation,"자극, 흥분"
stimulus,"자극제, 자극이[고무/격려가] 되는 것"
regard,"(...로) 여기다, 간주하다, (어떤 감정을 갖고) 응시하다, 보다, 존중, 존경, 주목, 주의, 안부"
regardless,"무관심한, 개의치 않는"
regarding,...에 관해서(는)
garment,"의복, 옷"
guard,"경호원, 경비원, 보초, 보호 (장비), 지키다, 보호하다, 감시[경계]하다"
guardian,"보호자, (미성년자 등의) 후견인"
guarantee,"보증, 보장, (상품 등의) 보증서, 담보(물), 보장[보증]하다, 장담하다, ...을 확실하게 하다"
float,"물 위에 뜨다[떠오르다], (물 위나 공중에) 떠서 움직이다, 떠돌다"
afloat,물에 뜬[떠서]
flood,"홍수, 쇄도, 폭주, 물에 잠기다, 범람하다, 쇄도하다, 밀려들다"
flow,"(액체, 기체, 전기 등의) 흐름, 교통의 흐름, (상품, 정보 등의) 유통, 흐름, (막힘 없이) 흐르다"
overflow,"넘치다, 넘침, 초과"
inflow,유입
flee,"재빨리 도망치다, 달아나다"
flight,"비행, 여행, (특정 지역으로 가는) 항공편"
