W,M
revolutionary,"혁명의, 혁명적인, 대변혁의"
involve,"포함하다, (필연적으로) 수반하다, 관계[관련]시키다, (사건 등에) 말려들게 하다, 참여시키다"
involvement,"참여, 관련, 연루"
volume,"음량, 볼륨, 양, 부피, 용적, 책, 권(卷)"
prefer,"...을 더 좋아하다, 차라리 ...을 택하다"
preference,선호(하는 것)
preferable,"(...보다) 더 좋은, 더 잘 맞는"
refer,"언급하다, ...라고 부르다, 참조하다, 조회하다, (문제, 사건 등을) 위탁하다, 회부하다"
reference,"언급, 지칭, 가리킴, 참조(문), 참고, 추천서"
confer,"의논하다, 협의하다, 수여하다, 주다"
conference,"회담, 회견, 회의, 협의회"
infer,"추론하다, 추정[추측]하다"
inference,"추론, 추정, 추측"
indifferent,"(...에) 무관심한, 사심이 없는, 동정심이 없는"
indifference,"무관심, 냉담"
fertile,"(땅이) 기름진, 비옥한, 많이 낳는, 생식 능력이 있는"
fertilize,"(땅을) 비옥하게 하다, ...을 수정시키다"
fertilizer,(화학) 비료
fertility,"비옥함, 다산"
vanish,"사라지다, 소멸하다"
vain,"허영심이 강한, 헛된, 무익한"
vanity,"허영심, 자만심, 공허함, 허무함"
avoid,"피하다, 회피하다"
avoidance,"회피, 기피"
vacant,"비어 있는, 사람이 살지 않는, 빈자리의, 결원의"
vacancy,"빈자리, 결원, 빈방"
vacuum,"진공, (자리, 마음 등의) 공백, 공허, 진공 청소기"
essence,"본질, 진수, 정수, 핵심, (식물 등에서 추출한) 원액"
essential,"필수적인, 본질적인"
essentially,"본질적으로, 본래"
absent,"결석[결근]한, 없는, 결여된, (표정이) 멍한, 집중하지 않는, ...에 결석[결근]하다"
absence,"결석, 부재, 없음, 결핍"
present,"출석한, 현재의, 주다, 제출하다, 나타내다, 보여주다, (문제, 기회 등이) 생기다, (정식으로) 소개하다, 선물, 현재"
presence,"출석, 참석, 있음"
presentation,"제출, 제시, 발표, 설명, 공연"
award,"상, 상금, (상 등을) 수여하다, 주다"
reward,"보상(금), 보수, 현상금, 보상하다, 보답하다"
rewarding,"보람 있는, 보상[수익]이 큰, 돈이 많이 벌리는"
aware,"알고 있는, 의식[인식]하는"
awareness,"알고 있음, 의식, 자각"
warn,"경고하다, 주의시키다"
warning,"경고, 주의"
artificial,"인공의, 모조의, (태도, 행동 등이) 거짓된, 꾸며진"
artistic,"예술[미술]의, 예술적인"
artist,"예술가, 화가"
